1130 1135 1140 1145 1150 1155 1160 1165 1170 1175 1180 1185 1190 1195 1200 1205 1210 1215 1220 1225 1230 1235 1240 1245 1250 1255 1260 1265 1270 1275 1280 1285 1290 1295 1300 1305 1310 1315 1320 1325 1330 1335 1340 1345 1350 1355 1360 1365 1370 1375 1380 1385 1390 1395 1400 1405 1410 1415 1420 1425 1430 1435 1440
4.831941857714387e-06 4.882101307512858e-06 4.990290450470385e-06 5.063299525012423e-06 5.029344887904475e-06 5.0845101750800145e-06 5.059488304121064e-06 5.118299354708657e-06 5.2360961906097524e-06 5.355854894919242e-06 5.555025196115118e-06 5.555623057057007e-06 5.67171368282749e-06 5.572608850973468e-06 5.68183560767588e-06 5.66446363154269e-06 5.650940835404908e-06 5.724185645799652e-06 5.748097735393414e-06 5.841833148321275e-06 5.919331518505185e-06 5.9051884942035435e-06 5.886482779093567e-06 5.838168932211248e-06 5.681996419995838e-06 5.707417776928224e-06 5.845282264367794e-06 5.889807932706393e-06 5.977791326259402e-06 6.162028367198312e-06 5.815016697544068e-06 5.895863171509248e-06 6.015887128031342e-06 5.911235166967067e-06 5.96881666874023e-06 5.683426594154525e-06 5.984598391757303e-06 5.983087532905876e-06 5.908603862400237e-06 6.135163815433151e-06 6.187623532035344e-06 6.227589375714989e-06 6.045742060944368e-06 6.028165536638574e-06 6.122041651297214e-06 6.017042804288839e-06 6.0681013192376925e-06 6.083894774318913e-06 6.311150793239664e-06 6.255680723022703e-06 6.094001438020737e-06 6.263432476940541e-06 6.0311446532882595e-06 6.048487208079626e-06 6.2816147720113425e-06 6.166828387432595e-06 5.976427563284652e-06 6.1717816061809384e-06 6.107886286893509e-06 6.108416956539629e-06 6.0107576851229035e-06 6.023238265019688e-06 6.0142609560365185e-06
4.896380301742306e-06 4.911078502388469e-06 5.020541284936308e-06 5.056276899905863e-06 5.0320006218827e-06 5.079612321730909e-06 5.055789955857477e-06 5.141174765608054e-06 5.248842562446124e-06 5.3924866842096805e-06 5.622360581604624e-06 5.639036864047144e-06 5.69367926839191e-06 5.595848779034867e-06 5.730793409067775e-06 5.699754929866928e-06 5.747931909812936e-06 5.79561562718123e-06 5.810969692643817e-06 5.8795439947054754e-06 5.9383454270944985e-06 5.881415282807742e-06 5.893303833180483e-06 5.827266222378794e-06 5.7405173771867404e-06 5.731848885056388e-06 5.87354454631337e-06 5.874987453259218e-06 5.9498904794363815e-06 6.119662345231882e-06 5.808776480957869e-06 5.9212824682217506e-06 6.0069933958819384e-06 5.956290027045642e-06 5.960865491943221e-06 5.671714105011752e-06 6.00210725990149e-06 5.993323678214988e-06 5.970356924693151e-06 6.151190442962713e-06 6.213497776053242e-06 6.286464772929536e-06 6.085992723517162e-06 6.094248993608051e-06 6.255077939298141e-06 6.097040620527363e-06 6.129027734710668e-06 6.167108645259923e-06 6.352507534155544e-06 6.414135146747137e-06 6.2319954148539484e-06 6.4197101867326945e-06 6.229263817104598e-06 6.151179979634946e-06 6.4296537986479505e-06 6.321082613852426e-06 6.063791284994201e-06 6.249862245779329e-06 6.163186679860654e-06 6.192526662139413e-06 6.0793952913017866e-06 6.069469515306432e-06 6.1067495936293964e-06
4.96381472017121e-06 4.93259020323068e-06 5.0476774150867555e-06 5.056526947199449e-06 5.068945557959107e-06 5.0964094064380774e-06 5.072024688023479e-06 5.18843574091398e-06 5.285827351813209e-06 5.437943079687396e-06 5.6579153741723066e-06 5.697009803077897e-06 5.685297596266316e-06 5.6033102313288704e-06 5.7522236655137275e-06 5.72466065598232e-06 5.826595626078655e-06 5.837088486274824e-06 5.850615239376671e-06 5.912729484908955e-06 5.966398542030437e-06 5.9167308321319394e-06 5.92714902837725e-06 5.824686778331022e-06 5.816612960559529e-06 5.78718392468259e-06 5.926496454531095e-06 5.873226282928301e-06 5.907250158412347e-06 6.029248360337714e-06 5.833893540438399e-06 5.939096010396816e-06 5.985087361426387e-06 6.001220764754184e-06 5.984662620559336e-06 5.699091191852795e-06 6.014510791672174e-06 6.020136489216967e-06 6.0353956534441714e-06 6.168288899980363e-06 6.199117168431898e-06 6.301114027373563e-06 6.135684302861052e-06 6.156119981185829e-06 6.341527211755424e-06 6.167853191726957e-06 6.196365559013041e-06 6.23961597828219e-06 6.378970814860527e-06 6.519041042914915e-06 6.359913179527973e-06 6.528804464506891e-06 6.3737891919120285e-06 6.230475969985154e-06 6.522881478451709e-06 6.41620002603155e-06 6.134853783439768e-06 6.313196078049009e-06 6.221053614345451e-06 6.257499981644729e-06 6.14506570882174e-06 6.121922860853037e-06 6.203191300839302e-06
5.034712874920866e-06 4.960988297883884e-06 5.083945987774568e-06 5.076306461495818e-06 5.127603914164361e-06 5.144707451933546e-06 5.122561050765703e-06 5.253210771026007e-06 5.337520146500192e-06 5.492138416600363e-06 5.672478854717034e-06 5.750182595597882e-06 5.682097372127624e-06 5.6213522682482215e-06 5.7684577513462345e-06 5.744141815641482e-06 5.893660525653353e-06 5.879353290485461e-06 5.895888892453036e-06 5.951713443536121e-06 6.004983807042765e-06 5.982089645679016e-06 5.980479582042326e-06 5.828795136926812e-06 5.891466429482581e-06 5.851668877599936e-06 5.973174523193481e-06 5.8804715498907524e-06 5.886242104973073e-06 5.934074309203812e-06 5.869779033764623e-06 5.9615536930850415e-06 5.961185614881615e-06 6.0500454492222535e-06 6.0137801650150415e-06 5.766307974695043e-06 6.025269713620833e-06 6.066017671063463e-06 6.109919174351664e-06 6.188221909416267e-06 6.173104015597854e-06 6.302639646715607e-06 6.209649213830214e-06 6.235758756468233e-06 6.417290179136053e-06 6.266524717355054e-06 6.296678384931989e-06 6.320015785186911e-06 6.404201717227775e-06 6.612862883051375e-06 6.497842404030793e-06 6.625404301675373e-06 6.500496553238178e-06 6.3086458979832595e-06 6.582406169548969e-06 6.494516257603079e-06 6.226664875545596e-06 6.39153341697552e-06 6.311606059885027e-06 6.338323768805428e-06 6.230011849477811e-06 6.195582689443709e-06 6.3230737860287695e-06
5.0932909320566e-06 5.006586495548898e-06 5.128232484939521e-06 5.120349600670436e-06 5.201443398003182e-06 5.224130352757425e-06 5.199638724945218e-06 5.323285334987569e-06 5.3990774498606816e-06 5.547892301170662e-06 5.664770779712229e-06 5.7930721802324885e-06 5.6910536507667425e-06 5.652578229606887e-06 5.77335546807436e-06 5.747299953848829e-06 5.926934269091816e-06 5.911170250087373e-06 5.934288924970005e-06 5.985858010696883e-06 6.0381165706934096e-06 6.040798368508537e-06 6.041415495094384e-06 5.852184074779691e-06 5.947518887407118e-06 5.913194677614444e-06 5.996252184053802e-06 5.904538997513412e-06 5.914262032651524e-06 5.8764337236453246e-06 5.913166369435666e-06 5.981198881144197e-06 5.945203320645675e-06 6.088930278689594e-06 6.038949695807296e-06 5.86983808823179e-06 6.036669977533152e-06 6.1289452547680504e-06 6.187325709235794e-06 6.205918833669774e-06 6.159391747654232e-06 6.316089363569196e-06 6.307252535269501e-06 6.3231072860497505e-06 6.476347819999789e-06 6.3820295381291304e-06 6.416280483111192e-06 6.396482868014969e-06 6.424220362390448e-06 6.686794101422375e-06 6.621321555020659e-06 6.689962935908886e-06 6.586743322787029e-06 6.381437321471175e-06 6.600208718724602e-06 6.552079291833675e-06 6.335566317526311e-06 6.473173184291819e-06 6.4198922332054625e-06 6.424913449256996e-06 6.329504427880084e-06 6.284293813218712e-06 6.456049187355824e-06
5.136205490150482e-06 5.079412023823838e-06 5.18242915484014e-06 5.1841991476247485e-06 5.29161896766491e-06 5.3200712958270115e-06 5.278850414334939e-06 5.388919559010145e-06 5.466287338497176e-06 5.607411630938461e-06 5.656402284113838e-06 5.833456421392064e-06 5.70616484414148e-06 5.6920446825971345e-06 5.770718383272308e-06 5.740137919051613e-06 5.9338016967595345e-06 5.930202550393158e-06 5.956092412444433e-06 6.0086212208416855e-06 6.054554045063859e-06 6.059019807549669e-06 6.097690755651654e-06 5.904995302667197e-06 5.989893036126961e-06 5.967837691715232e-06 5.998782777030611e-06 5.945041398816188e-06 5.992235472072147e-06 5.874128541630648e-06 5.964075990990779e-06 5.993541457904771e-06 5.9483111983963035e-06 6.1175888607824945e-06 6.061208043215813e-06 5.985951547742028e-06 6.058189535949224e-06 6.200794741203324e-06 6.277749151895516e-06 6.226857512382145e-06 6.184104638810845e-06 6.369081128780369e-06 6.429019660991309e-06 6.406217905828957e-06 6.529878449861669e-06 6.503810142911985e-06 6.5352906719610746e-06 6.468182051481344e-06 6.431454650310782e-06 6.746767367304456e-06 6.723254584025473e-06 6.731418733628781e-06 6.640361186923226e-06 6.458998675671631e-06 6.592417186029117e-06 6.598997627262524e-06 6.461682351814536e-06 6.547592097957705e-06 6.519445288286665e-06 6.50897706560941e-06 6.432187236983956e-06 6.378220235626364e-06 6.595060264183447e-06
5.173273294701793e-06 5.178187490096993e-06 5.2461834769655435e-06 5.262403685216447e-06 5.399890271661191e-06 5.416798693644315e-06 5.347153363330679e-06 5.447738594702225e-06 5.535584760524874e-06 5.6677375811081236e-06 5.663126027424023e-06 5.875152640682713e-06 5.726268587305578e-06 5.737890884953503e-06 5.775441800986217e-06 5.744514905692378e-06 5.935845300598052e-06 5.948239868332551e-06 5.962781932790285e-06 6.025197049301332e-06 6.055180231052449e-06 6.041379710261372e-06 6.145246233964533e-06 5.984993651391594e-06 6.030906340862597e-06 6.018070508271753e-06 6.000578475161233e-06 5.9985572274843135e-06 6.099790127912516e-06 5.913687134301643e-06 6.0249208999647555e-06 6.003755620107356e-06 5.974447077329649e-06 6.14505240908174e-06 6.095908845989852e-06 6.098702330203313e-06 6.105213829485254e-06 6.272139101420389e-06 6.3884086365269825e-06 6.263585736568691e-06 6.25093948416995e-06 6.46812281425933e-06 6.568204093119137e-06 6.473079232179697e-06 6.591607125158177e-06 6.625955357306888e-06 6.634671137709279e-06 6.537333874712889e-06 6.428712581467487e-06 6.79458684448539e-06 6.798044913570558e-06 6.7600711309366405e-06 6.681137076511748e-06 6.542093688061701e-06 6.578981692705891e-06 6.638502875184343e-06 6.597141921529515e-06 6.608414994005164e-06 6.584578888867119e-06 6.581787028769021e-06 6.52511347291953e-06 6.468989124132076e-06 6.733412635440802e-06
5.218565891428919e-06 5.286117614407169e-06 5.313659818248358e-06 5.351058389756035e-06 5.5132744116105e-06 5.504456121857143e-06 5.410738717128276e-06 5.503963964893875e-06 5.6049728525169306e-06 5.719623837920959e-06 5.689347702873646e-06 5.921353895755885e-06 5.76660923652211e-06 5.796847402176118e-06 5.807143258541397e-06 5.779265348761015e-06 5.9537485430608854e-06 5.980598489900133e-06 5.96610132008527e-06 6.042125437221137e-06 6.0496777731530805e-06 6.020513455463072e-06 6.1833306074277545e-06 6.075264671322668e-06 6.071890233577228e-06 6.067482744190251e-06 6.022112760943966e-06 6.059929272378057e-06 6.2101530627528594e-06 5.9697215867275225e-06 6.094764220913731e-06 6.020244714654599e-06 6.016894797700483e-06 6.177704448400116e-06 6.157142380486149e-06 6.213980627073385e-06 6.188842828352942e-06 6.346609833013202e-06 6.5116176835562825e-06 6.330612695877903e-06 6.3448908979630895e-06 6.598841951938638e-06 6.711717569910126e-06 6.524528020981987e-06 6.674392300735462e-06 6.743707471842176e-06 6.707075624356129e-06 6.613964351797328e-06 6.441176623142309e-06 6.824429349466493e-06 6.846702558684035e-06 6.782122077356772e-06 6.727200004542745e-06 6.6201696223774555e-06 6.585357730144391e-06 6.673134952157034e-06 6.720502284778279e-06 6.658385366708108e-06 6.609411534329236e-06 6.643143806733416e-06 6.611975185986523e-06 6.560029933881143e-06 6.8686722544587746e-06
5.2697810324537426e-06 5.378140755151938e-06 5.373927368550491e-06 5.44413173566901e-06 5.609805006262722e-06 5.582904321710462e-06 5.485956431620789e-06 5.5679418796699426e-06 5.67539157455306e-06 5.76051714706339e-06 5.735154640046878e-06 5.976251145898626e-06 5.839158484452252e-06 5.8740014899488275e-06 5.874444724790386e-06 5.844263646399428e-06 5.994814410982565e-06 6.030063001162346e-06 5.979656154837632e-06 6.0570588966733505e-06 6.050246595789452e-06 6.029267018769438e-06 6.210799730058548e-06 6.156446387844411e-06 6.108153654372619e-06 6.1209440793269865e-06 6.070035138592363e-06 6.122415284857487e-06 6.302179121949056e-06 6.025721481115781e-06 6.164169826286442e-06 6.048467538884417e-06 6.063728964769697e-06 6.218896353301697e-06 6.247186717459991e-06 6.342117734635304e-06 6.310478559648804e-06 6.437937571423281e-06 6.629221205831826e-06 6.434259373839465e-06 6.450001469019648e-06 6.727920835380669e-06 6.839290396594278e-06 6.572507556887831e-06 6.770105103628433e-06 6.846739558512742e-06 6.7614137105327136e-06 6.716214514177945e-06 6.497591454422581e-06 6.828529437913463e-06 6.87424356533773e-06 6.8033164968587096e-06 6.777881862650166e-06 6.682715389117078e-06 6.623101414093316e-06 6.705854120973851e-06 6.8081406134617786e-06 6.700088614217542e-06 6.61375808864853e-06 6.701227129377977e-06 6.704175598252918e-06 6.667082464422643e-06 6.995631658246779e-06
