1172 1177 1182 1187 1192 1197 1202 1207 1212 1217 1222 1227 1232 1237 1242 1247 1252 1257 1262 1267 1272 1277 1282 1287 1292 1297 1302 1307 1312 1331 1336 1341 1346 1351 1356 1361 1366 1371 1376 1381 1386 1391 1396 1401 1406 1411 1416 1421 1426 1431 1436 1441 1446 1451 1456 1461 1466
4.796320843559725e-06 4.824771093122783e-06 4.966366698166398e-06 5.071081781491936e-06 4.986425084256935e-06 5.116473270974352e-06 5.109853979600457e-06 5.07876177209948e-06 5.304329762369408e-06 5.326135873837381e-06 5.389278563665305e-06 5.414534514111217e-06 5.310585222842186e-06 5.2677458644070145e-06 5.351237804777276e-06 5.281820381503513e-06 5.355993340757879e-06 5.264506063716742e-06 5.338748127456496e-06 5.3814327196441995e-06 5.199388953607322e-06 5.186846498282629e-06 5.286132637157974e-06 5.28761071763563e-06 5.371030269774687e-06 5.42963857162565e-06 5.329030242665867e-06 5.337719545672789e-06 5.451722049991629e-06 5.527261950315324e-06 5.703234207488556e-06 5.7578189711662154e-06 5.7253220467420515e-06 5.72557770984874e-06 5.91079719698197e-06 5.8131098213523575e-06 5.782778008824254e-06 5.828158680498274e-06 5.793150191415371e-06 5.834462503760693e-06 6.049678214733475e-06 6.029304882872329e-06 5.932350982768378e-06 6.010747731306335e-06 6.107727729470586e-06 5.916969428971081e-06 5.791525918081632e-06 6.145528958801882e-06 5.859384072607879e-06 5.834285562859637e-06 5.881191709178445e-06 6.004040778029308e-06 5.796673417268344e-06 5.995526530621101e-06 5.964057726298783e-06 5.856085402015648e-06 5.7620070385223385e-06
4.835356109695911e-06 4.811757390685005e-06 4.987659593919722e-06 5.134599828178502e-06 5.04391434044021e-06 5.141428407094948e-06 5.142345846457835e-06 5.125667371697234e-06 5.3590941322487485e-06 5.418633574642743e-06 5.4539914025026375e-06 5.5396839036878876e-06 5.426046039512478e-06 5.375671664244474e-06 5.4911593410208775e-06 5.420597937118651e-06 5.476774158397841e-06 5.3990693802341114e-06 5.431565729773879e-06 5.428900036331068e-06 5.300428027998373e-06 5.27019419463219e-06 5.3657860524415745e-06 5.382679354900248e-06 5.407389962535152e-06 5.414595506147079e-06 5.3610694458785725e-06 5.365786837804323e-06 5.450852852737849e-06 5.613970856546116e-06 5.774397397030068e-06 5.853896145180527e-06 5.81302231357096e-06 5.7847820462950186e-06 6.070200323674171e-06 5.8954562114413145e-06 5.856967735960518e-06 5.936066794926821e-06 5.99359465735351e-06 5.999128951029421e-06 6.168077717322527e-06 6.186408511708697e-06 6.097878504942084e-06 6.127926564115672e-06 6.2204344131413605e-06 6.066839350683228e-06 5.931226407782359e-06 6.2518006672622626e-06 6.0102044200955e-06 6.00854910267992e-06 6.033148693272641e-06 6.151055656366535e-06 5.909914132938296e-06 6.11683843176224e-06 6.124091554742714e-06 5.970428218937627e-06 5.870735073170336e-06
4.89528565498284e-06 4.837483521411999e-06 5.024701646463268e-06 5.2150704168527814e-06 5.0976217735232e-06 5.162062780063895e-06 5.162702673125232e-06 5.177171487835875e-06 5.40984303348114e-06 5.480194971238611e-06 5.4843418782881215e-06 5.6252335882117026e-06 5.511251994153997e-06 5.4470527730204326e-06 5.59009709547054e-06 5.53591272413144e-06 5.527835411307061e-06 5.513259371436017e-06 5.491495237761423e-06 5.458855693600551e-06 5.410858415582164e-06 5.3402765099401055e-06 5.423226793154564e-06 5.481220950517396e-06 5.462413708080039e-06 5.423607364133631e-06 5.438912124984154e-06 5.43194417095143e-06 5.454992119649649e-06 5.694560681280721e-06 5.850323443837602e-06 5.952749875902063e-06 5.905448655917329e-06 5.8444579658505e-06 6.1873588060617675e-06 5.973249409538333e-06 5.9420842981623456e-06 6.026386794634252e-06 6.133208042149771e-06 6.107072793875592e-06 6.275413361691612e-06 6.307558611946519e-06 6.232616370821238e-06 6.207379826371568e-06 6.293821159431803e-06 6.194881934162481e-06 6.025353073750538e-06 6.306914490117581e-06 6.122517372315522e-06 6.140097216994845e-06 6.186123140506811e-06 6.295260980171595e-06 6.0312326076170146e-06 6.227830780043168e-06 6.239354020115656e-06 6.098682785351938e-06 5.992157440225852e-06
4.985725378942061e-06 4.907141743830539e-06 5.082479909179361e-06 5.3059279469600964e-06 5.155700948210169e-06 5.1785932627296835e-06 5.2032811016286125e-06 5.243150889427728e-06 5.459723405431185e-06 5.534845842438675e-06 5.5122434406452675e-06 5.671627202661177e-06 5.575367859540547e-06 5.490389250843295e-06 5.685172556946893e-06 5.627583231793912e-06 5.57958353606172e-06 5.634933036287448e-06 5.552820215003235e-06 5.508814989579119e-06 5.537783077367097e-06 5.417930601547601e-06 5.497653547083358e-06 5.5921396957003504e-06 5.53842749793884e-06 5.4850826992125005e-06 5.5502175192033865e-06 5.5472837754344774e-06 5.4861316018211515e-06 5.771751686750837e-06 5.930861882460414e-06 6.051172198520183e-06 6.011963262074782e-06 5.927210897208888e-06 6.292806749958127e-06 6.076167734636319e-06 6.0532550571356295e-06 6.1270865143674905e-06 6.245743977908703e-06 6.201082650633829e-06 6.380756678401912e-06 6.416602336693204e-06 6.3672246521655524e-06 6.297344625966598e-06 6.375844585709931e-06 6.337426534073273e-06 6.115289816426252e-06 6.356497230422549e-06 6.24333844856981e-06 6.264476669064618e-06 6.35159215008762e-06 6.445915120101433e-06 6.170210633641454e-06 6.346563311606524e-06 6.364304626794964e-06 6.253064352673751e-06 6.152716896719493e-06
5.100563731593439e-06 5.016100855632105e-06 5.145388318373e-06 5.381063872288551e-06 5.216505511847945e-06 5.201769725551334e-06 5.267218961158004e-06 5.3152032882698685e-06 5.4940555675122295e-06 5.575889020968294e-06 5.538964416722177e-06 5.663106366953864e-06 5.598033956352561e-06 5.500326160432323e-06 5.76248652887637e-06 5.676572320644395e-06 5.6464957459232915e-06 5.744944637590239e-06 5.6142807755309575e-06 5.591360216796909e-06 5.664020115523748e-06 5.506541703124188e-06 5.6022017931303604e-06 5.705634151473395e-06 5.639500731225922e-06 5.603631910976493e-06 5.690383810013612e-06 5.70199159978196e-06 5.562693912779269e-06 5.847558981726768e-06 6.0105494339550664e-06 6.12907444967628e-06 6.118415433700048e-06 6.0278454902401505e-06 6.374437846235013e-06 6.185809327605051e-06 6.1765228197312376e-06 6.219866346527096e-06 6.321458665206897e-06 6.277886905096275e-06 6.454006803797822e-06 6.493658883155956e-06 6.4806197122434235e-06 6.398468936946148e-06 6.457015081487311e-06 6.464048590056174e-06 6.1936362321618684e-06 6.407898148854625e-06 6.351247013165923e-06 6.370736147759656e-06 6.501237873839674e-06 6.576020421220393e-06 6.312493599777214e-06 6.471779090367362e-06 6.50736870215142e-06 6.427029790403004e-06 6.358667366215864e-06
5.225447876094989e-06 5.152828780286367e-06 5.201694211564018e-06 5.438608579805233e-06 5.2930047976891785e-06 5.251168819154779e-06 5.344469475463965e-06 5.386202029897968e-06 5.516801222221056e-06 5.605545607107408e-06 5.567592419383955e-06 5.632387872354709e-06 5.588743452228215e-06 5.496049577662605e-06 5.815283557132375e-06 5.7014842380369325e-06 5.727256310105855e-06 5.83119645345404e-06 5.6758907137438455e-06 5.699844798773862e-06 5.7814509622655095e-06 5.616394390175394e-06 5.740556231984296e-06 5.828637040280531e-06 5.779010321305908e-06 5.763460477051247e-06 5.856015538980847e-06 5.878868787390652e-06 5.692810689182054e-06 5.949397819887378e-06 6.104878053129188e-06 6.189307022350499e-06 6.221310449257449e-06 6.133485080114093e-06 6.434018671008357e-06 6.276689203577955e-06 6.293331598129141e-06 6.2987360212252824e-06 6.383355932352379e-06 6.349868348528936e-06 6.488745639281234e-06 6.5399146387247695e-06 6.569682247176292e-06 6.514664071873199e-06 6.534115760055972e-06 6.558327430430558e-06 6.268266493459066e-06 6.475855269690665e-06 6.436863976292651e-06 6.467411213791896e-06 6.631131119468088e-06 6.678988386976579e-06 6.460186302876217e-06 6.6250710601304625e-06 6.679446830417867e-06 6.627513218303226e-06 6.605145401671648e-06
5.349094547697817e-06 5.305760850508383e-06 5.263574508025198e-06 5.4927050371486715e-06 5.398644954144734e-06 5.336632349764144e-06 5.426447398012085e-06 5.449226726581741e-06 5.540270861330517e-06 5.622575113702054e-06 5.5934093163392486e-06 5.618951334586341e-06 5.570404066638225e-06 5.491815634394208e-06 5.833645912658399e-06 5.728635203125502e-06 5.795425820580806e-06 5.883673327139139e-06 5.737663715617635e-06 5.811018767795475e-06 5.885672224513763e-06 5.748891828007892e-06 5.889367626847704e-06 5.968713793512354e-06 5.96539480825454e-06 5.947474881675926e-06 6.04092528533622e-06 6.061165275145284e-06 5.8649177433593165e-06 6.098144925099653e-06 6.226316851846889e-06 6.245697454024283e-06 6.3127195898850795e-06 6.227322210716153e-06 6.468078645117148e-06 6.333540169282956e-06 6.3909467393758805e-06 6.3588838374053204e-06 6.443161860338238e-06 6.424903524079017e-06 6.494885338244309e-06 6.558240128846072e-06 6.6304129539843556e-06 6.632715830876588e-06 6.59538146522251e-06 6.6188134820941406e-06 6.349382884836265e-06 6.559470227342752e-06 6.4974534040924824e-06 6.5593383902877385e-06 6.739721781274712e-06 6.757893811734378e-06 6.620948300020143e-06 6.815196705414291e-06 6.871541642218252e-06 6.845195152554373e-06 6.867335933774429e-06
5.475665504800414e-06 5.470209629675453e-06 5.3583771058071916e-06 5.558729890795717e-06 5.529473778025753e-06 5.453919633674368e-06 5.513468815703491e-06 5.5093715018431866e-06 5.572542103787683e-06 5.628421745920337e-06 5.611266378832328e-06 5.640380891881532e-06 5.566226070435986e-06 5.496152632494379e-06 5.8241772771473224e-06 5.7766288829146866e-06 5.835768043196401e-06 5.914890986169681e-06 5.806120242504187e-06 5.906442367238474e-06 5.9776358923132645e-06 5.894973108170897e-06 6.016001151877624e-06 6.128468194973379e-06 6.194487128752899e-06 6.141472481642435e-06 6.237861403064246e-06 6.240249049859845e-06 6.05527346023202e-06 6.289833534029926e-06 6.3745527956038e-06 6.315068601960658e-06 6.390162950063795e-06 6.306240707644047e-06 6.490778885375997e-06 6.365973976999684e-06 6.4719915387019155e-06 6.3988184143983026e-06 6.503962178295433e-06 6.506663715951745e-06 6.488085850208417e-06 6.557089872994874e-06 6.6633143834010155e-06 6.729002446337302e-06 6.628188137305004e-06 6.65407491541774e-06 6.442889357830363e-06 6.647217357663205e-06 6.542019158385145e-06 6.652831554103622e-06 6.828896229340903e-06 6.832543489931809e-06 6.800409515899792e-06 7.026261061290203e-06 7.067415297140888e-06 7.055100595492045e-06 7.1163647311751565e-06
5.615074668646934e-06 5.650329045017053e-06 5.5039572327774645e-06 5.647230588669111e-06 5.662727185187485e-06 5.5866282026075094e-06 5.603851197095312e-06 5.586821491941256e-06 5.612437794672916e-06 5.633669587265224e-06 5.619446683476514e-06 5.684332590342668e-06 5.582854922690755e-06 5.513599393677399e-06 5.807413606023972e-06 5.841086685300594e-06 5.855153652297942e-06 5.952348871855207e-06 5.885495130369435e-06 5.98499631238705e-06 6.064858579444177e-06 6.042460724391687e-06 6.108476720087665e-06 6.302880897367182e-06 6.44930867966701e-06 6.33186079223044e-06 6.441516487886477e-06 6.41767551840236e-06 6.240426024631266e-06 6.500633426205387e-06 6.538935623864059e-06 6.408542356009766e-06 6.461584232992229e-06 6.386855440919987e-06 6.524379053377703e-06 6.3944478531123335e-06 6.538017555655714e-06 6.4194465165639084e-06 6.556195083259943e-06 6.577995229093742e-06 6.472558803035432e-06 6.546087986707942e-06 6.667529135747617e-06 6.78042002064984e-06 6.631776035594552e-06 6.671967727808358e-06 6.542674004023394e-06 6.7284345674249085e-06 6.591582059229154e-06 6.758828417881947e-06 6.915542305306086e-06 6.9275293362373715e-06 6.9956996428144975e-06 7.224998461510124e-06 7.249312108282945e-06 7.239926405950445e-06 7.341380419421256e-06
